%
0.003888889	50.53876	99.46916	-0.003006620	0.003681178
0.004166667	50.52306	99.47030	-0.003006941	0.003687876
0.01250000	50.50164	99.47051	-0.003007382	0.003696782
0.02083334	50.48496	99.47176	-0.003007728	0.003703538
0.02916666	50.46377	99.47574	-0.003008170	0.003711879
0.03750000	50.44650	99.47731	-0.003008534	0.003718487
0.04583334	50.42867	99.47886	-0.003008911	0.003725124
0.05416668	50.40948	99.47988	-0.003009322	0.003732062
0.06250000	50.39263	99.48019	-0.003009685	0.003737981
0.07083332	50.37228	99.47930	-0.003010126	0.003744908
0.07916666	50.35699	99.47944	-0.003010460	0.003749955
0.08750000	50.34738	99.47875	-0.003010671	0.003753055
0.09583332	50.32284	99.47955	-0.003011212	0.003760734
0.1041666	50.30871	99.48080	-0.003011527	0.003765000
0.1125000	50.29046	99.47900	-0.003011936	0.003770338
0.1208333	50.28113	99.47671	-0.003012146	0.003772990
0.1291666	50.26368	99.47647	-0.003012540	0.003777822
0.1375000	50.25693	99.47522	-0.003012694	0.003779644
0.1458333	50.23850	99.47544	-0.003013115	0.003784490
0.1541667	50.23186	99.47589	-0.003013268	0.003786185
0.1625000	50.21766	99.47741	-0.003013594	0.003789731
0.1708334	50.20728	99.47824	-0.003013835	0.003792252
0.1791666	50.20140	99.47851	-0.003013971	0.003793654
0.1875000	50.19055	99.47860	-0.003014224	0.003796188
0.1958334	50.17622	99.47653	-0.003014560	0.003799435
0.2041667	50.17538	99.47625	-0.003014579	0.003799620
0.2125000	50.16491	99.47719	-0.003014825	0.003801915
0.2208333	50.15873	99.47688	-0.003014971	0.003803241
0.2291667	50.15230	99.47851	-0.003015123	0.003804600
0.2375000	50.15272	99.47891	-0.003015113	0.003804510
0.2458334	50.14916	99.47889	-0.003015197	0.003805250
0.2541666	50.14841	99.48040	-0.003015215	0.003805406
0.2625000	50.14581	99.48069	-0.003015277	0.003805944
0.2708334	50.14382	99.48003	-0.003015324	0.003806352
0.2791667	50.15027	99.48148	-0.003015171	0.003805022
0.2875000	50.15895	99.48272	-0.003014966	0.003803194
0.2958333	50.15468	99.48516	-0.003015066	0.003804100
0.3041667	50.16050	99.48706	-0.003014930	0.003802864
0.3125000	50.16831	99.48829	-0.003014746	0.003801176
0.3208333	50.17820	99.48995	-0.003014513	0.003798991
0.3291667	50.18324	99.48964	-0.003014395	0.003797859
0.3375000	50.19038	99.48944	-0.003014228	0.003796228
0.3458333	50.20699	99.48858	-0.003013842	0.003792324
0.3541666	50.22216	99.49011	-0.003013490	0.003788620
0.3625000	50.23640	99.48941	-0.003013163	0.003785026
0.3708334	50.25451	99.48850	-0.003012749	0.003780292
0.3791666	50.27288	99.48739	-0.003012332	0.003775296
0.3875000	50.29170	99.48491	-0.003011908	0.003769978
0.3958334	50.31303	99.48671	-0.003011430	0.003763708
0.4041666	50.33346	99.48595	-0.003010977	0.003757454
0.4125000	50.35919	99.48626	-0.003010411	0.003749237
0.4208333	50.38882	99.48670	-0.003009767	0.003739297
0.4291667	50.41308	99.48647	-0.003009245	0.003730780
0.4375000	50.44282	99.48658	-0.003008611	0.003719870
0.4458333	50.47316	99.48456	-0.003007974	0.003708210
0.4541667	50.50770	99.48526	-0.003007257	0.003694292
0.4625000	50.54048	99.48399	-0.003006586	0.003680438
0.4708334	50.57484	99.48428	-0.002875428	0.003587265
0.4791666	50.61140	99.48321	-0.002883664	0.003556884
0.4875000	50.64954	99.48090	-0.002892414	0.003523574
0.4958334	50.69028	99.48366	-0.002810603	0.003351277
0.5041666	50.73860	99.47978	-0.002823894	0.003307985
0.5125000	50.77828	99.48163	-0.002835020	0.003270446
0.5208332	50.82361	99.48456	-0.002847974	0.003225364
0.5291666	50.87369	99.48801	-0.002812728	0.002994314
0.5375000	50.93067	99.49266	-0.002823203	0.002951746
0.5458334	50.97676	99.49197	-0.002814328	0.002702917
0.5541668	51.02950	99.49576	-0.002820200	0.002673418
0.5625000	51.08447	99.49540	-0.002826457	0.002641002
0.5708332	51.14133	99.49731	-0.002829994	0.002398000
0.5791666	51.20074	99.49843	-0.002832324	0.002373936
0.5875000	51.26084	99.49945	-0.002839946	0.002149380
0.5958334	51.32324	99.49951	-0.002853210	0.002109370
0.6041668	51.38924	99.49522	-0.002867572	0.002064340
0.6125000	51.45688	99.49524	-0.002898737	0.001830406
0.6208334	51.52070	99.49371	-0.002894305	0.001820291
0.6291666	51.59047	99.49266	-0.002919266	0.001620671
0.6375000	51.65906	99.49257	-0.002930856	0.001586232
0.6458332	51.73430	99.48899	-0.002973870	0.001381704
0.6541666	51.80899	99.49140	-0.002972709	0.001368315
0.6625000	51.88355	99.49025	-0.003003989	0.001202893
0.6708334	51.96416	99.49034	-0.003003594	0.001189741
0.6791668	52.04452	99.49265	-0.003025690	0.001054280
0.6875000	52.12492	99.49308	-0.003017281	0.001055560
0.6958332	52.21044	99.49488	-0.003019534	0.0009620675
0.7041666	52.29736	99.49197	-0.003006148	0.0008979386
0.7125000	52.38658	99.49438	-0.003008852	0.0008857950
0.7208334	52.47422	99.49422	-0.003010745	0.0008088131
0.7291668	52.56607	99.49680	-0.003010226	0.0008016884
0.7375000	52.66048	99.49701	-0.003009291	0.0007358161
0.7458334	52.75420	99.49491	-0.003009273	0.0007286504
0.7541666	52.86071	99.49670	-0.003012652	0.0006629910
0.7625000	52.95200	99.49549	-0.003022244	0.0005966781
0.7708332	53.05225	99.49582	-0.003027794	0.0005831190
0.7791666	53.14700	99.49532	-0.003045136	0.0005138670
0.7875000	53.25304	99.49569	-0.003067145	0.0004445620
0.7958334	53.36265	99.49852	-0.003063320	0.0004439694
0.8041668	53.47481	99.49749	-0.003083722	0.0003830136
0.8125000	53.58086	99.49766	-0.003129759	0.0002977410
0.8208332	53.68996	99.49585	-0.003131931	0.0002905796
0.8291666	53.80488	99.49680	-0.003164923	0.0002282118
0.8375000	53.91849	99.49899	-0.003192854	0.0001774631
0.8458334	54.03367	99.49689	-0.003182814	0.0001861849
0.8541668	54.15714	99.49812	-0.003191558	0.0001614303
0.8625000	54.27068	99.49688	-0.003196521	0.0001432971
0.8708332	54.39305	99.49464	-0.003187229	0.0001420431
0.8791668	54.51792	99.49149	-0.003183724	0.0001446932
0.8875000	54.64155	99.48995	-0.003173446	0.0001449149
0.8958332	54.76384	99.49031	-0.003154999	0.0001536013
0.9041666	54.89260	99.49000	-0.003142768	0.0001660992
0.9125000	55.02576	99.48938	-0.003090018	0.0002092186
0.9208334	55.15976	99.48741	-0.003003528	0.0002826680
0.9291668	55.28574	99.48812	-0.002900657	0.0003661090
0.9375000	55.42148	99.48874	-0.002922119	0.0003446615
0.9458332	55.55141	99.48926	-0.002146553	-0.00003728824
0.9541666	55.68948	99.49220	-0.001997912	-0.00006070467
0.9625000	55.83126	99.49576	-0.001777479	-0.0001690957
0.9708334	55.97070	99.49822	-0.001683228	-0.0001663381
0.9791668	56.11289	99.49993	-0.001717408	-0.0001783157
0.9875000	56.25465	99.50079	-0.001739821	-0.00009783157
0.9958332	56.40296	99.50391	-0.001846950	0.00005971166
1.004167	56.54578	99.50339	-0.001896104	0.0001072953
1.012500	56.68950	99.50597	-0.001929387	0.0001311253
1.020833	56.83860	99.50609	-0.001977037	0.00006333535
1.029167	56.99161	99.50639	-0.002044312	-0.00004000574
1.037500	57.13934	99.50522	-0.002119884	-0.0001180692
1.045834	57.29682	99.50399	-0.002214582	-0.0001478540
1.054167	57.44856	99.50496	-0.002293048	-0.0002194209
1.062500	57.60569	99.50532	-0.002433885	-0.0002941516
1.070833	57.76582	99.50581	-0.002515769	-0.0002599405
1.079166	57.91870	99.50705	-0.002639419	-0.0003084963
1.087500	58.08066	99.50861	-0.002801129	-0.0003468160
1.095833	58.24111	99.51000	-0.002920914	-0.0003885570
1.104166	58.40287	99.50969	-0.003030139	-0.0003666772
1.112500	58.56469	99.51344	-0.003138865	-0.0003548244
1.120833	58.73174	99.51431	-0.003240938	-0.0002713022
1.129167	58.89410	99.51486	-0.003274954	-0.0002579300
1.137500	59.06339	99.51314	-0.003402397	-0.0001530948
1.145834	59.23068	99.51314	-0.003439856	-0.00007178169
1.154167	59.39246	99.51202	-0.003479252	0.00002492491
1.162500	59.56742	99.51180	-0.003505996	0.0001096686
1.170834	59.73606	99.51116	-0.003438435	0.0001508322
1.179167	59.90899	99.50900	-0.003335594	0.0001653891
1.187500	60.07854	99.50314	-0.003209744	0.0002248235
1.195833	60.25488	99.49709	-0.003141258	0.0001897381
1.204166	60.42436	99.50278	-0.002931353	0.0001099746
1.212500	60.59991	99.50236	-0.002765476	0.00008942101
1.220833	60.78352	99.50297	-0.002612754	0.00004281338
1.229166	60.95950	99.50311	-0.002512985	0.000005081894
1.237500	61.13684	99.50616	-0.002402344	-0.000008228218
1.245833	61.31724	99.50488	-0.002346292	-0.00001422117
1.254167	61.49376	99.50826	-0.002272391	0.00004778322
1.262500	61.68035	99.50986	-0.002196709	0.00008270782
1.270834	61.86168	99.51944	-0.002145550	0.0001901162
1.279167	62.04253	99.52157	-0.002085939	0.0002760985
1.287500	62.22398	99.52106	-0.002069238	0.0003156143
1.295834	62.40736	99.52218	-0.002033825	0.0003411468
1.304167	62.59310	99.52566	-0.001975162	0.0003607278
1.312500	62.78092	99.52676	-0.001908699	0.0003792186
1.320833	62.96620	99.52784	-0.001841194	0.0003991330
1.329166	63.15872	99.53032	-0.001786103	0.0004232380
1.337500	63.34446	99.52705	-0.001753150	0.0004662964
1.345833	63.53220	99.52818	-0.001680746	0.0004925513
1.354166	63.72132	99.52579	-0.001680143	0.0005362146
1.362500	63.90891	99.52676	-0.001723755	0.0006999507
1.370833	64.09656	99.52528	-0.001728333	0.0007856708
1.379167	64.28897	99.52336	-0.001717002	0.0008596368
1.387500	64.48033	99.52447	-0.001653155	0.0009628859
1.395834	64.67537	99.52280	-0.001595473	0.001041730
1.404167	64.87457	99.52280	-0.001482148	0.001173704
1.412500	65.06056	99.52009	-0.001460544	0.001234266
1.420834	65.25504	99.52000	-0.001174400	0.001228680
1.429167	65.45142	99.52188	-0.0009015991	0.001131832
1.437500	65.64664	99.51899	-0.0006771228	0.001066923
1.445833	65.84110	99.52389	-0.0004148240	0.001006893
1.454166	66.03743	99.52153	-0.0002444992	0.0008913780
1.462500	66.23207	99.52436	-0.00001407405	0.0007906045
1.470833	66.43126	99.52149	0.0002381716	0.0006484180
1.479166	66.62599	99.52166	0.0004523496	0.0004964742
1.487500	66.82490	99.52020	0.0007184438	0.0002959285
1.495833	67.02601	99.51962	0.0008595051	0.0002255748
1.504167	67.22216	99.52194	0.0009487566	0.0002182656
1.512500	67.42224	99.52050	0.001092670	0.0001389150
1.520834	67.62184	99.52338	0.001144631	0.00008749969
1.529167	67.82332	99.52349	0.001150746	0.00006250891
1.537500	68.02288	99.52218	0.001136982	0.00003839487
1.545834	68.22253	99.52386	0.001098955	0.00006839436
1.554167	68.42255	99.52168	0.001063715	0.00009088838
1.562500	68.62401	99.52399	0.001041365	0.0001316116
1.570833	68.82216	99.52335	0.001065219	0.0001779132
1.579166	69.02262	99.52320	0.001050527	0.0002061816
1.587500	69.22759	99.52376	0.001016266	0.0002202135
1.595833	69.42462	99.52097	0.001021647	0.0001979759
1.604166	69.62554	99.52132	0.001016506	0.0002127337
1.612500	69.82691	99.51705	0.001044692	0.0002185990
1.620833	70.03150	99.52019	0.001023342	0.0002153254
1.629167	70.23165	99.51860	0.001044845	0.0001664455
1.637500	70.43329	99.51769	0.001097539	0.0001022425
1.645834	70.63412	99.51719	0.001068426	0.00007877578
1.654167	70.83538	99.51522	0.001107088	-0.00006991470
1.662500	71.04032	99.51672	0.001046013	-0.0001249591
1.670834	71.24131	99.51551	0.001040865	-0.0001645108
1.679166	71.44161	99.51566	0.001019290	-0.0001585448
1.687500	71.64539	99.51691	0.001028105	-0.0001750448
1.695834	71.84382	99.51588	0.001021606	-0.0002040614
1.704166	72.04915	99.51447	0.001049197	-0.0002350289
1.712500	72.25188	99.51300	0.001069170	-0.0002682105
1.720833	72.45313	99.51458	0.001054969	-0.0003046356
1.729166	72.65325	99.51554	0.001085079	-0.0003031676
1.737500	72.85795	99.51609	0.001093645	-0.0002600450
1.745833	73.05835	99.51691	0.001115204	-0.0002129158
1.754167	73.26325	99.51470	0.001127114	-0.0001721530
1.762500	73.46406	99.51618	0.001122128	-0.0001402316
1.770834	73.66705	99.51288	0.001116576	-0.0001169272
1.779167	73.87206	99.51164	0.001087999	-0.00007249668
1.787500	74.07403	99.51454	0.001061466	-0.00003164810
1.795834	74.27776	99.51405	0.001013677	0.00001764272
1.804166	74.47812	99.51515	0.001003228	0.00008992042
1.812500	74.68095	99.51205	0.0009742176	0.0001253579
1.820834	74.88097	99.51289	0.0009993106	0.0001646879
1.829166	75.07953	99.51431	0.0009753744	0.0001422722
1.837500	75.28380	99.51389	0.0009508214	0.0001606323
1.845833	75.48405	99.51342	0.001001158	0.0002197583
1.854166	75.68909	99.51545	0.0009977155	0.0002258444
1.862500	75.88961	99.51819	0.001071567	0.0002656647
1.870833	76.09130	99.51610	0.001110398	0.0002663028
1.879167	76.29728	99.51454	0.001146169	0.0002735313
1.887500	76.49553	99.51304	0.001163159	0.0002416596
1.895834	76.69505	99.51293	0.001179701	0.0002316130
1.904167	76.89457	99.51394	0.001190552	0.0002347075
1.912500	77.09081	99.51119	0.001212020	0.0002262090
1.920834	77.28774	99.51309	0.001252298	0.0001954754
1.929166	77.49055	99.51344	0.001236147	0.00009691388
1.937500	77.69032	99.50888	0.001224876	0.00003767560
1.945834	77.89082	99.50939	0.001207444	-0.000004364590
1.954166	78.08832	99.50695	0.001206912	-0.000002872809
1.962500	78.28600	99.50824	0.001242481	0.00003501970
1.970833	78.48476	99.50848	0.001292953	0.00006360537
1.979166	78.68398	99.50875	0.001345772	0.0001120571
1.987500	78.88531	99.50858	0.001424940	0.0001125015
1.995833	79.07950	99.50856	0.001492867	0.00008364490
2.004166	79.28076	99.50898	0.001538120	0.00009086880
2.012500	79.47813	99.50616	0.001616314	0.0001205963
2.020833	79.67148	99.50839	0.001648888	0.0001908015
